project_type,problem_complexity,team_size,expected_duration_months,tech_stack,features_count,external_integrations,ui_ux_complexity,data_handling_required,analytics_required,security_compliance,stakeholders_count,requires_mobile_app,requires_web_portal,existing_system_in_place,geographic_scope,deployment_model,project_priority,risk_factors_count,target_users_count,sprint_count,average_hourly_rate,infrastructure_required,client_industry,third_party_license_cost,project_location,poc_done,hosting_provider,hosting_monthly_cost,hosting_duration_months,team_composition,project_cost_estimate
E-commerce,High,12,7,MEAN,14,Maps,Basic,False,False,None,10,True,True,False,National,Cloud,High,4,62344,5,600,None,Retail,5000,Tier 1,False,DigitalOcean,5000,7,balanced,1204839
FinTech,High,9,10,PHP + Laravel,19,All,Basic,True,True,Advanced,8,True,False,False,Global,Hybrid,High,3,74252,7,1000,Dedicated,Finance,5000,Rural,True,DigitalOcean,3000,10,senior-heavy,2046687
Education,Medium,10,5,MERN,25,Payment,Moderate,False,False,Advanced,3,False,True,False,Local,Cloud,Low,1,3681,3,300,Basic,Healthcare,10000,Tier 2,False,None,1000,5,junior-heavy,409738
FinTech,Medium,13,5,PHP + Laravel,10,None,Advanced,False,True,None,2,False,False,True,National,On-prem,High,5,11886,5,300,Dedicated,Education,10000,Tier 1,True,AWS,1000,5,junior-heavy,401630
E-commerce,Low,11,11,PHP + Laravel,8,Maps,Moderate,False,True,Basic,4,True,True,True,Local,On-prem,Medium,3,33382,8,1000,Dedicated,Finance,10000,Tier 2,False,AWS,10000,11,senior-heavy,2917150
Healthcare,Medium,8,8,Python + Django,27,Maps,Moderate,True,True,Advanced,1,True,False,False,National,Hybrid,High,2,89866,2,1000,Dedicated,Education,5000,Tier 2,False,AWS,5000,8,senior-heavy,1794928
Healthcare,Medium,9,6,Java + Spring Boot,30,SMS,Basic,False,True,Basic,8,False,False,False,Local,Cloud,High,2,66416,2,600,Basic,Healthcare,5000,Rural,False,None,0,6,balanced,695526
Healthcare,Low,14,2,Python + Django,11,Maps,Moderate,True,True,None,4,True,False,False,National,On-prem,High,1,34217,3,300,Dedicated,Logistics,20000,Tier 2,False,Azure,1000,2,junior-heavy,241213
Retail,Low,4,7,MERN,5,All,Advanced,True,True,Basic,4,False,True,True,National,Hybrid,Medium,4,34149,3,600,None,Retail,20000,Tier 1,True,AWS,1000,7,balanced,476140
Travel,Low,14,8,MEAN,30,Maps,Moderate,False,False,None,7,True,True,False,Global,Hybrid,Low,3,23691,5,1000,None,Finance,20000,Tier 2,False,Azure,5000,8,senior-heavy,2265050
Education,Low,12,5,Java + Spring Boot,27,SMS,Advanced,True,False,Advanced,7,False,True,True,Global,Cloud,Low,2,30831,5,600,Basic,Logistics,20000,Rural,True,AWS,3000,5,balanced,731312
Travel,Medium,7,11,MEAN,22,None,Advanced,True,False,None,9,False,False,False,Local,Cloud,Medium,5,69573,5,1000,None,Retail,10000,Tier 1,False,AWS,5000,11,senior-heavy,2182935
FinTech,High,5,6,Java + Spring Boot,21,Maps,Moderate,True,False,Advanced,8,True,False,True,Local,Cloud,Low,1,24054,2,600,Basic,Retail,20000,Tier 1,False,None,3000,6,balanced,418015
Retail,Medium,4,2,Python + Django,20,None,Advanced,True,True,Basic,2,True,False,True,Local,Hybrid,High,2,73875,7,600,Dedicated,Education,10000,Rural,True,Azure,5000,2,balanced,156438
E-commerce,Medium,9,5,MERN,17,Maps,Advanced,True,False,None,1,True,False,False,National,Hybrid,Medium,4,86296,2,300,Basic,Finance,0,Rural,False,DigitalOcean,5000,5,junior-heavy,387992
Travel,Medium,14,11,Java + Spring Boot,30,None,Advanced,True,False,None,7,False,True,True,National,Cloud,Low,1,21406,5,1000,Basic,Retail,5000,Rural,True,AWS,1000,11,senior-heavy,4068840
E-commerce,Medium,7,8,PHP + Laravel,11,SMS,Moderate,False,False,Basic,10,False,True,False,National,Hybrid,Low,3,82715,5,600,None,Finance,5000,Rural,False,None,3000,8,balanced,763297
Travel,High,13,12,MERN,14,SMS,Moderate,True,False,Basic,3,True,False,True,Global,On-prem,Medium,4,6305,6,300,None,Finance,20000,Rural,True,None,1000,12,junior-heavy,1126263
Retail,Low,9,9,PHP + Laravel,5,None,Advanced,False,True,None,7,True,True,False,Global,On-prem,Medium,4,94958,5,300,Dedicated,Healthcare,10000,Rural,False,DigitalOcean,10000,9,junior-heavy,629639
Retail,Medium,15,5,MERN,18,All,Basic,True,False,None,1,True,False,False,Global,On-prem,High,5,78940,7,300,Basic,Retail,0,Rural,False,None,1000,5,junior-heavy,574405
E-commerce,Low,15,3,MEAN,5,Payment,Moderate,True,True,Basic,9,True,True,False,National,Cloud,Medium,3,2909,2,600,None,Education,5000,Rural,False,None,1000,3,balanced,515041
Retail,Medium,10,9,MERN,15,None,Basic,False,False,Basic,10,False,True,False,National,On-prem,High,4,95026,6,300,Dedicated,Healthcare,5000,Tier 1,True,AWS,10000,9,junior-heavy,641138
Travel,Medium,9,7,Python + Django,8,SMS,Advanced,False,False,Advanced,7,True,True,False,Global,Cloud,Medium,2,57474,3,1000,Dedicated,Education,0,Rural,False,None,10000,7,senior-heavy,1393595
Healthcare,High,5,8,MEAN,14,None,Advanced,False,True,None,4,True,False,True,National,On-prem,Medium,1,27500,6,600,None,Finance,10000,Tier 2,False,DigitalOcean,5000,8,balanced,675328
FinTech,Medium,13,4,MERN,24,Payment,Basic,True,False,Basic,6,False,True,False,Local,Hybrid,High,4,87800,2,300,Dedicated,Finance,0,Tier 2,False,AWS,10000,4,junior-heavy,449388
Healthcare,High,4,11,MERN,11,Maps,Basic,False,False,Advanced,8,True,True,False,National,Cloud,Low,1,57604,5,1000,None,Education,0,Tier 2,False,DigitalOcean,0,11,senior-heavy,1019228
Education,Medium,11,3,MEAN,9,All,Moderate,True,True,Basic,7,False,False,False,Local,On-prem,Low,0,94110,8,300,Dedicated,Finance,10000,Tier 1,False,DigitalOcean,3000,3,junior-heavy,269023
Travel,High,9,8,MEAN,23,None,Advanced,False,False,Basic,9,False,False,False,Local,On-prem,High,4,19299,7,300,Basic,Healthcare,20000,Rural,True,None,0,8,junior-heavy,571300
E-commerce,Low,14,12,PHP + Laravel,15,SMS,Advanced,True,False,None,2,False,False,True,Local,Cloud,High,4,33957,3,600,Basic,Healthcare,5000,Rural,True,AWS,5000,12,balanced,2744575
Travel,Low,8,12,Python + Django,14,All,Advanced,True,False,Basic,4,True,False,False,National,Hybrid,High,4,88187,3,600,Dedicated,Healthcare,10000,Rural,True,AWS,10000,12,balanced,1256816
Healthcare,High,8,11,Python + Django,18,None,Basic,True,False,None,8,True,False,True,National,Hybrid,High,3,77151,6,1000,Dedicated,Healthcare,10000,Tier 2,False,None,1000,11,senior-heavy,2019083
Healthcare,Medium,10,9,Python + Django,9,All,Advanced,True,True,Basic,8,True,True,False,Local,Hybrid,Medium,0,15892,4,1000,Dedicated,Retail,5000,Tier 1,True,AWS,5000,9,senior-heavy,1842709
Healthcare,Low,8,7,PHP + Laravel,18,None,Moderate,False,True,None,8,True,True,False,Local,Cloud,Medium,3,75162,4,600,Dedicated,Healthcare,10000,Tier 2,False,None,3000,7,balanced,804373
Travel,Medium,14,4,MEAN,28,Maps,Basic,False,False,None,7,False,True,False,Global,On-prem,High,0,21757,7,1000,None,Logistics,20000,Rural,False,AWS,1000,4,senior-heavy,1450267
Retail,Low,13,3,Python + Django,21,None,Basic,True,True,Basic,4,True,False,True,Global,Hybrid,Medium,3,77237,2,1000,Basic,Finance,0,Tier 2,False,Azure,1000,3,senior-heavy,1061541
E-commerce,Low,9,10,PHP + Laravel,10,Maps,Basic,True,False,None,3,False,False,True,Local,Hybrid,Medium,1,3611,7,300,None,Retail,20000,Tier 2,True,DigitalOcean,3000,10,junior-heavy,613648
E-commerce,Low,5,7,MEAN,12,All,Advanced,True,False,Advanced,9,False,True,False,Local,On-prem,Medium,4,53406,2,600,Basic,Finance,20000,Tier 2,True,AWS,3000,7,balanced,616995
Travel,Low,7,11,Java + Spring Boot,23,SMS,Moderate,True,True,None,6,True,True,False,Global,On-prem,Low,0,60952,8,1000,Dedicated,Retail,5000,Rural,True,AWS,0,11,senior-heavy,1962670
Education,Medium,3,6,MEAN,23,All,Moderate,True,True,Advanced,9,True,False,True,National,Hybrid,Low,1,95086,6,600,Basic,Healthcare,10000,Tier 1,False,DigitalOcean,10000,6,balanced,364750
FinTech,Medium,13,9,MEAN,19,All,Moderate,True,True,Advanced,1,False,True,True,Global,Cloud,Medium,4,91340,7,600,Basic,Healthcare,5000,Rural,True,AWS,3000,9,balanced,1757545
Education,High,11,12,Java + Spring Boot,17,Payment,Advanced,True,True,Basic,6,True,False,True,Local,Hybrid,Low,2,89251,7,300,Basic,Education,0,Tier 1,False,Azure,5000,12,junior-heavy,923003
Travel,High,6,7,PHP + Laravel,11,None,Basic,False,True,Basic,10,False,True,True,Global,Hybrid,High,5,89491,6,600,Dedicated,Education,10000,Tier 1,True,AWS,0,7,balanced,591003
Travel,Low,5,11,PHP + Laravel,24,Maps,Advanced,False,True,Basic,1,False,False,False,National,Cloud,High,4,61206,5,600,Basic,Logistics,10000,Tier 1,True,AWS,1000,11,balanced,692275
Healthcare,Medium,7,10,MERN,23,None,Advanced,True,False,None,4,True,True,False,National,Cloud,High,5,12728,2,600,Basic,Healthcare,10000,Tier 1,False,DigitalOcean,5000,10,balanced,838430
FinTech,High,6,9,MEAN,7,All,Advanced,False,True,Advanced,8,True,True,True,Local,On-prem,Medium,5,8573,8,300,None,Finance,10000,Tier 2,True,DigitalOcean,1000,9,junior-heavy,444100
Retail,Low,12,8,Java + Spring Boot,17,SMS,Basic,False,True,Advanced,10,True,False,False,National,On-prem,High,4,13324,4,1000,Dedicated,Finance,0,Tier 2,False,Azure,0,8,senior-heavy,2367606
Healthcare,High,4,2,MEAN,25,All,Moderate,False,False,Basic,10,False,True,True,Local,Cloud,Low,1,40900,6,300,Basic,Logistics,0,Rural,False,DigitalOcean,10000,2,junior-heavy,79144
FinTech,Medium,12,4,Java + Spring Boot,5,All,Advanced,True,True,None,9,True,False,False,Local,Cloud,High,1,9015,4,1000,None,Healthcare,20000,Rural,False,DigitalOcean,1000,4,senior-heavy,1051347
Healthcare,Low,12,7,Python + Django,30,None,Moderate,True,True,Advanced,4,True,False,True,Local,On-prem,High,2,97053,5,1000,None,Healthcare,10000,Tier 1,True,DigitalOcean,10000,7,senior-heavy,1961697
Education,Low,3,7,PHP + Laravel,29,Maps,Basic,True,True,None,5,True,True,False,Global,Cloud,Medium,4,32289,3,300,None,Finance,0,Tier 1,False,AWS,0,7,junior-heavy,125704
Healthcare,Medium,3,4,Python + Django,12,Maps,Moderate,True,False,Advanced,2,True,True,True,Local,Cloud,High,3,91060,4,1000,Basic,Logistics,0,Tier 2,True,AWS,5000,4,senior-heavy,279840
FinTech,Low,15,11,MERN,25,Maps,Basic,False,True,Advanced,2,False,True,True,Global,On-prem,High,4,49105,5,1000,Dedicated,Healthcare,10000,Tier 1,False,DigitalOcean,1000,11,senior-heavy,4256464
Education,High,11,9,PHP + Laravel,25,None,Basic,True,True,Basic,4,False,True,False,National,On-prem,High,1,49084,4,1000,Dedicated,Finance,20000,Tier 1,True,DigitalOcean,5000,9,senior-heavy,2147300
Retail,Medium,10,7,Python + Django,19,SMS,Moderate,False,False,Basic,6,False,False,True,Local,On-prem,Low,2,84637,2,1000,Basic,Finance,0,Tier 2,True,DigitalOcean,1000,7,senior-heavy,1602848
Healthcare,Medium,6,3,MEAN,26,Maps,Moderate,False,False,None,10,True,False,True,National,On-prem,Medium,3,53233,8,300,Dedicated,Finance,10000,Tier 2,True,None,0,3,junior-heavy,111452
Retail,Medium,6,5,Python + Django,15,None,Moderate,True,False,Advanced,7,True,False,False,Global,Cloud,Medium,1,75745,8,300,None,Retail,5000,Rural,True,None,5000,5,junior-heavy,240843
Travel,Medium,15,7,PHP + Laravel,14,Maps,Advanced,True,True,None,3,False,False,False,Local,On-prem,Low,4,50700,3,1000,Basic,Finance,5000,Tier 2,False,DigitalOcean,3000,7,senior-heavy,2377251
Travel,High,4,3,Python + Django,5,Payment,Basic,True,False,Basic,4,True,False,True,National,Cloud,Medium,4,1497,3,300,Basic,Healthcare,5000,Tier 2,True,AWS,10000,3,junior-heavy,98534
Healthcare,Low,5,8,MEAN,14,SMS,Advanced,False,True,Advanced,10,False,True,False,National,Cloud,Low,1,58472,2,1000,Basic,Logistics,0,Tier 1,False,None,5000,8,senior-heavy,925149
Education,Medium,10,11,Java + Spring Boot,17,All,Basic,False,True,None,10,False,False,False,Global,Cloud,High,4,12571,5,600,Dedicated,Finance,0,Tier 1,True,DigitalOcean,0,11,balanced,1401419
Education,High,13,6,MERN,16,None,Basic,False,False,Basic,3,False,True,True,National,Cloud,Low,5,91077,7,1000,Dedicated,Healthcare,5000,Tier 2,False,None,0,6,senior-heavy,2088424
Healthcare,Medium,6,2,Python + Django,20,SMS,Basic,True,True,Advanced,8,True,False,False,Local,Cloud,Low,4,13224,3,600,Basic,Finance,10000,Rural,False,Azure,0,2,balanced,150865
Healthcare,Low,4,2,MERN,26,All,Basic,False,True,Advanced,9,True,False,False,National,Cloud,High,0,6428,8,1000,Basic,Education,5000,Tier 1,False,Azure,3000,2,senior-heavy,191911
FinTech,Low,6,2,MERN,12,None,Advanced,True,True,None,7,True,False,False,Global,Hybrid,Low,4,27197,6,300,Basic,Healthcare,0,Tier 1,True,Azure,5000,2,junior-heavy,111117
FinTech,Low,4,7,Python + Django,11,SMS,Basic,True,False,Advanced,10,False,True,True,Local,On-prem,Medium,4,65530,2,600,Dedicated,Logistics,0,Rural,True,DigitalOcean,1000,7,balanced,380688
Travel,High,4,7,Java + Spring Boot,26,SMS,Basic,False,True,Advanced,10,False,False,True,Global,Hybrid,High,0,30538,2,1000,Dedicated,Finance,5000,Tier 2,True,None,5000,7,senior-heavy,644729
Education,Medium,15,11,MEAN,9,SMS,Basic,True,True,Advanced,10,False,False,True,National,On-prem,High,0,68321,8,300,Basic,Retail,0,Tier 1,True,DigitalOcean,0,11,junior-heavy,985569
Travel,Low,8,5,MEAN,24,SMS,Advanced,False,True,Basic,1,True,False,True,Local,Cloud,High,1,26817,3,300,None,Education,0,Rural,True,Azure,10000,5,junior-heavy,380772
Healthcare,Low,11,8,Python + Django,10,All,Basic,False,False,Advanced,8,True,False,False,Local,On-prem,Medium,3,22039,5,300,Basic,Healthcare,10000,Rural,False,Azure,5000,8,junior-heavy,577600
FinTech,High,15,2,PHP + Laravel,9,All,Advanced,True,False,Basic,8,False,False,False,National,Hybrid,High,3,9479,4,600,None,Healthcare,20000,Tier 1,True,Azure,5000,2,balanced,507628
Education,Medium,3,10,Java + Spring Boot,17,SMS,Moderate,True,False,None,2,False,True,True,National,On-prem,High,2,66845,7,300,Basic,Retail,20000,Rural,True,None,3000,10,junior-heavy,250931
FinTech,High,9,5,MERN,27,Payment,Moderate,False,True,Basic,4,True,True,True,Local,Hybrid,High,3,52172,7,1000,Dedicated,Finance,20000,Rural,True,None,1000,5,senior-heavy,876760
Travel,Medium,5,6,MERN,8,All,Moderate,True,False,Advanced,4,False,False,True,Local,On-prem,Low,0,9204,8,600,Dedicated,Healthcare,20000,Rural,False,DigitalOcean,3000,6,balanced,470643
Healthcare,Low,14,4,Python + Django,10,All,Basic,False,True,None,4,True,True,True,National,On-prem,Medium,5,81894,2,600,Dedicated,Education,10000,Tier 1,False,AWS,1000,4,balanced,696378
Healthcare,Medium,9,6,Python + Django,26,None,Basic,True,False,None,10,True,True,True,Global,Cloud,Medium,4,68217,8,300,Basic,Healthcare,10000,Tier 2,False,None,0,6,junior-heavy,315787
FinTech,High,8,12,Python + Django,17,All,Basic,False,False,None,1,False,False,True,Local,Hybrid,Low,4,36680,7,600,None,Retail,10000,Tier 2,False,None,3000,12,balanced,1545293
E-commerce,High,13,2,Java + Spring Boot,26,SMS,Basic,False,False,Advanced,10,True,False,False,National,Hybrid,High,0,96293,5,300,Basic,Logistics,0,Tier 1,True,AWS,3000,2,junior-heavy,195983
Education,Low,5,3,Python + Django,26,All,Basic,True,True,None,2,True,False,True,Local,On-prem,Medium,2,28935,7,600,Basic,Healthcare,20000,Rural,True,Azure,3000,3,balanced,208209
Retail,High,11,9,MERN,25,Maps,Moderate,False,False,None,4,False,True,False,Local,Cloud,Low,2,97119,6,1000,None,Finance,10000,Rural,False,Azure,0,9,senior-heavy,2622922
Retail,Low,8,11,Python + Django,18,Maps,Moderate,True,True,None,7,True,False,False,Local,On-prem,Low,3,89176,5,600,None,Logistics,10000,Tier 2,True,AWS,0,11,balanced,1024861
Travel,High,12,6,Python + Django,25,Payment,Moderate,False,False,None,6,True,True,True,Global,Hybrid,Low,1,63948,7,600,Basic,Retail,0,Rural,True,AWS,10000,6,balanced,969358
Education,Medium,11,7,MERN,21,Maps,Moderate,True,False,None,3,False,True,False,National,Hybrid,Low,4,18080,5,600,Dedicated,Healthcare,20000,Tier 2,True,Azure,5000,7,balanced,1335099
Retail,Low,6,5,MEAN,17,SMS,Advanced,True,True,None,6,False,True,True,Local,Hybrid,High,2,77827,5,1000,None,Healthcare,10000,Tier 1,True,AWS,0,5,senior-heavy,764056
Education,High,6,9,MERN,29,SMS,Advanced,False,False,Advanced,8,False,True,True,Local,Cloud,Low,3,84120,7,600,Dedicated,Education,5000,Tier 1,False,DigitalOcean,3000,9,balanced,827561
Travel,High,14,3,Python + Django,14,All,Basic,True,False,None,9,True,False,True,National,Hybrid,High,4,64086,2,1000,Dedicated,Logistics,5000,Rural,True,Azure,10000,3,senior-heavy,962437
Education,Medium,13,4,MERN,6,Payment,Advanced,True,True,None,9,False,True,True,Local,Hybrid,Medium,2,71409,3,300,Basic,Finance,5000,Tier 1,False,AWS,10000,4,junior-heavy,330796
Education,High,11,12,Java + Spring Boot,21,Maps,Advanced,True,True,Advanced,1,True,True,True,Local,On-prem,Low,1,78974,6,600,None,Logistics,20000,Tier 2,False,Azure,10000,12,balanced,1705345
Travel,Low,14,8,Python + Django,19,None,Moderate,False,True,Advanced,4,True,False,True,Global,On-prem,High,5,84954,8,1000,Dedicated,Logistics,10000,Tier 1,False,Azure,0,8,senior-heavy,2360863
E-commerce,High,8,8,MERN,26,All,Moderate,True,False,Advanced,2,False,False,False,Local,Cloud,Medium,0,12888,5,600,None,Healthcare,5000,Tier 1,True,Azure,0,8,balanced,748682
FinTech,High,11,6,PHP + Laravel,14,All,Moderate,True,True,None,6,False,True,False,Global,Hybrid,High,4,77987,8,1000,Basic,Healthcare,20000,Rural,True,DigitalOcean,10000,6,senior-heavy,1360747
Retail,High,3,10,Java + Spring Boot,6,Maps,Advanced,True,False,Advanced,8,True,False,False,National,Hybrid,Medium,2,56118,6,1000,Dedicated,Education,5000,Tier 2,True,DigitalOcean,1000,10,senior-heavy,612270
E-commerce,Low,9,3,PHP + Laravel,6,None,Advanced,False,False,None,7,True,False,False,Global,Hybrid,High,4,91522,2,600,Basic,Finance,0,Rural,True,AWS,0,3,balanced,407002
Travel,High,14,10,PHP + Laravel,6,All,Moderate,True,True,None,2,False,True,False,Local,On-prem,Medium,3,22395,4,600,None,Retail,5000,Rural,True,AWS,3000,10,balanced,2349397
Travel,High,7,9,PHP + Laravel,17,Payment,Moderate,True,False,Advanced,8,True,False,True,Global,On-prem,Medium,2,46435,2,600,None,Retail,10000,Rural,True,None,3000,9,balanced,812337
Retail,High,8,3,MEAN,18,None,Moderate,True,True,Advanced,5,True,False,False,National,On-prem,Medium,3,23928,6,300,Basic,Finance,20000,Tier 2,False,Azure,5000,3,junior-heavy,179672
Travel,Low,5,8,MERN,11,Maps,Basic,True,False,Basic,6,True,True,True,National,Hybrid,Medium,0,55243,5,600,Dedicated,Healthcare,10000,Rural,True,DigitalOcean,0,8,balanced,647445
E-commerce,Low,15,10,MEAN,9,Maps,Advanced,True,True,None,6,False,True,False,National,On-prem,Medium,3,10878,8,600,Basic,Education,5000,Rural,True,Azure,5000,10,balanced,1819072
Education,Low,6,3,Python + Django,27,None,Advanced,True,True,Advanced,3,True,True,True,National,Cloud,Medium,1,19213,5,600,None,Logistics,5000,Tier 1,True,AWS,3000,3,balanced,280919
Education,Medium,9,10,MERN,21,SMS,Advanced,True,False,None,5,False,False,False,Global,On-prem,Low,2,6283,3,600,None,Finance,5000,Tier 1,False,Azure,3000,10,balanced,1148042
FinTech,Medium,7,6,Java + Spring Boot,15,Maps,Basic,True,True,Advanced,9,True,False,False,Global,On-prem,High,4,69369,6,600,Basic,Education,0,Rural,False,Azure,10000,6,balanced,628139
Retail,Low,12,3,MERN,23,Payment,Basic,False,True,None,9,False,False,False,Local,Hybrid,High,1,5792,3,600,None,Healthcare,5000,Rural,False,DigitalOcean,0,3,balanced,529095
Education,High,8,12,PHP + Laravel,30,None,Basic,False,True,Basic,1,True,True,False,National,Hybrid,High,4,9878,3,600,Basic,Logistics,20000,Tier 2,False,None,0,12,balanced,1128981
Healthcare,High,12,5,MERN,30,All,Moderate,False,False,None,5,False,True,True,Local,Cloud,High,1,38302,2,600,Dedicated,Education,0,Tier 2,True,DigitalOcean,1000,5,balanced,728458
E-commerce,High,15,12,Java + Spring Boot,25,All,Moderate,False,True,Advanced,9,False,True,False,Global,On-prem,Medium,0,82095,8,300,None,Retail,5000,Tier 1,False,Azure,1000,12,junior-heavy,1281924
Travel,Medium,7,10,Java + Spring Boot,25,All,Advanced,True,False,None,6,False,True,False,Local,On-prem,Low,5,95245,5,300,Basic,Education,0,Tier 2,True,None,10000,10,junior-heavy,640140
Travel,Low,5,4,Java + Spring Boot,5,Maps,Basic,True,False,Advanced,10,True,True,True,Local,On-prem,Low,3,84607,5,600,None,Logistics,5000,Tier 1,True,AWS,1000,4,balanced,294256
Travel,Low,9,2,MEAN,12,None,Moderate,True,True,None,2,False,True,True,Local,On-prem,High,3,21433,4,600,Basic,Healthcare,0,Tier 1,True,AWS,0,2,balanced,274517
E-commerce,Low,11,6,PHP + Laravel,14,None,Advanced,False,True,None,4,True,True,False,National,Cloud,Medium,5,37647,3,1000,Dedicated,Healthcare,0,Rural,True,None,10000,6,senior-heavy,1298026
Retail,Medium,5,5,MERN,16,None,Basic,True,True,Basic,9,False,True,False,Local,Hybrid,High,2,81938,8,300,Basic,Retail,10000,Tier 1,False,None,0,5,junior-heavy,173761
Healthcare,High,13,6,MEAN,15,Payment,Moderate,False,False,None,2,False,False,True,Local,On-prem,Low,1,50515,4,600,Basic,Healthcare,0,Tier 2,False,None,0,6,balanced,1230048
Retail,Medium,12,7,PHP + Laravel,22,SMS,Advanced,True,False,None,10,False,True,True,Local,On-prem,Low,1,2298,4,1000,Dedicated,Healthcare,5000,Tier 1,True,AWS,1000,7,senior-heavy,1866089
Retail,Medium,8,4,MEAN,11,Payment,Basic,True,True,Advanced,3,False,True,False,National,Cloud,High,0,86917,6,600,None,Healthcare,20000,Rural,True,AWS,3000,4,balanced,412438
Retail,Medium,5,4,MEAN,29,Payment,Moderate,True,False,Basic,7,False,False,True,National,Cloud,Low,0,84257,2,600,Dedicated,Education,5000,Rural,True,AWS,0,4,balanced,236942
Retail,Medium,9,12,MEAN,18,Payment,Moderate,True,False,None,4,False,True,True,National,Cloud,High,4,79359,8,600,None,Healthcare,10000,Tier 2,False,None,5000,12,balanced,1821132
E-commerce,Low,9,2,MERN,16,All,Moderate,True,True,Basic,3,True,True,True,Global,Cloud,Medium,1,72361,3,300,Dedicated,Finance,20000,Tier 1,False,AWS,3000,2,junior-heavy,134358
FinTech,Low,12,2,Java + Spring Boot,5,Maps,Moderate,False,True,Basic,7,False,True,True,National,On-prem,High,4,13288,6,1000,None,Finance,20000,Rural,False,None,10000,2,senior-heavy,493178
E-commerce,High,12,6,MERN,27,Payment,Basic,True,True,Advanced,9,False,False,True,National,On-prem,Medium,4,56529,2,300,Dedicated,Healthcare,5000,Tier 1,True,AWS,1000,6,junior-heavy,545978
Healthcare,Medium,5,12,PHP + Laravel,30,None,Moderate,True,False,Basic,3,False,True,True,National,Hybrid,Medium,2,11745,2,1000,None,Healthcare,0,Tier 2,False,DigitalOcean,5000,12,senior-heavy,1617208
Education,Low,15,12,Java + Spring Boot,14,SMS,Moderate,True,False,Basic,9,False,False,True,Global,On-prem,High,3,34499,7,600,None,Logistics,0,Rural,True,Azure,1000,12,balanced,2957949
Healthcare,High,14,2,Python + Django,7,Payment,Moderate,False,True,Basic,8,False,False,True,Local,Cloud,High,0,52078,8,1000,Basic,Education,0,Tier 2,False,AWS,1000,2,senior-heavy,597151
Education,Low,8,11,Java + Spring Boot,19,None,Advanced,True,False,None,4,False,True,False,Local,On-prem,Medium,3,28023,2,600,None,Finance,5000,Rural,False,DigitalOcean,5000,11,balanced,1381527
Education,Low,7,4,Java + Spring Boot,27,SMS,Moderate,True,False,None,1,True,False,False,National,Cloud,Low,2,54982,5,1000,Basic,Logistics,5000,Rural,True,None,0,4,senior-heavy,545053
Retail,Low,8,11,MERN,28,All,Advanced,True,False,Advanced,6,True,True,False,Local,On-prem,Medium,0,88385,5,1000,Basic,Logistics,0,Rural,True,None,5000,11,senior-heavy,2139057
Travel,Low,5,9,Python + Django,27,All,Basic,False,True,Basic,4,True,True,False,National,Cloud,Medium,2,65859,8,1000,None,Healthcare,0,Rural,False,None,10000,9,senior-heavy,933761
FinTech,Low,9,7,MEAN,19,SMS,Moderate,True,True,Advanced,7,False,False,False,Global,On-prem,High,4,13055,2,600,None,Finance,20000,Rural,True,None,10000,7,balanced,976221
Retail,High,4,11,MERN,26,Maps,Moderate,True,True,Basic,9,False,True,True,National,Cloud,Medium,3,54174,8,600,Dedicated,Healthcare,0,Tier 1,False,Azure,10000,11,balanced,762235
Education,High,11,6,MEAN,5,SMS,Basic,True,True,None,6,False,False,True,Global,On-prem,Low,4,51346,3,600,Dedicated,Healthcare,10000,Tier 1,False,Azure,3000,6,balanced,1065905
Education,Low,13,4,MERN,27,Payment,Advanced,True,False,Advanced,5,True,False,True,Local,Cloud,Low,3,1562,7,600,Dedicated,Education,10000,Tier 1,True,None,5000,4,balanced,757170
Travel,Low,3,4,Java + Spring Boot,11,All,Basic,False,False,Advanced,1,False,True,True,Global,Cloud,High,4,13605,2,1000,Basic,Logistics,10000,Tier 1,True,Azure,5000,4,senior-heavy,271838
FinTech,Low,7,4,Python + Django,8,SMS,Basic,False,True,Basic,2,True,False,False,National,Hybrid,Medium,1,23617,4,600,None,Education,0,Rural,True,AWS,0,4,balanced,387229
Travel,Medium,8,9,MERN,11,All,Basic,True,True,None,6,True,True,True,National,Cloud,Low,0,95436,7,600,None,Retail,0,Tier 2,False,Azure,10000,9,balanced,950254
Education,Medium,4,10,PHP + Laravel,17,Payment,Moderate,True,True,Advanced,5,False,True,False,Local,Cloud,High,3,56865,5,600,Basic,Logistics,20000,Rural,False,DigitalOcean,3000,10,balanced,663588
FinTech,Medium,12,11,MERN,19,Payment,Basic,False,False,Basic,10,False,False,True,Local,Cloud,Medium,3,24418,4,300,None,Finance,20000,Tier 1,False,DigitalOcean,5000,11,junior-heavy,879860
Travel,Medium,5,3,MEAN,19,All,Moderate,True,True,Basic,5,True,True,True,Global,On-prem,High,4,88044,2,600,Dedicated,Healthcare,10000,Rural,False,DigitalOcean,0,3,balanced,234065
FinTech,Medium,8,5,MERN,8,SMS,Basic,False,False,None,10,True,False,True,Global,Hybrid,Low,3,37322,3,300,Basic,Finance,20000,Rural,True,DigitalOcean,0,5,junior-heavy,298046
Education,High,13,3,Java + Spring Boot,13,Maps,Moderate,False,True,Advanced,6,False,True,False,National,Hybrid,Medium,3,84079,2,300,Basic,Logistics,0,Tier 1,True,Azure,5000,3,junior-heavy,321960
Travel,Medium,3,4,MEAN,10,None,Basic,False,True,Advanced,1,False,True,True,Local,On-prem,Low,2,43215,7,300,Dedicated,Healthcare,10000,Tier 2,True,Azure,0,4,junior-heavy,106554
